AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
111-41-10050,Admiralty Creek,8/7/14,"Arrived at trailhead at 08:45. Hiked up trail to highest point reached this season and conducted both live/dead counts and chum sampling on way down creek. First pink salmon seen before first chum. First chum seen ~30 minutes down creek. Day started mostly overcast, partly sunny, warm; but turned to progressively heavier rains by afternoon. Weather improved towards end of day.  Water level up from last visit, but lower than observed average.  Water visibility good, similar to past visits.  Still many pink salmon in stream, starting to show more mold. Dead river otter seen between processing area 5 and 6. Still several pre-spawm chum in creek, landed and returned. Fairly buggy in afternoon. Ended live/dead counts and chum sampling at just above large arching nurse log. Hiked out on trail. Picked up on beach at ~19:30. Boat crew reported hearing shots fired mid-morning; stream crew did not hear it. Guests at cabin. Possibly heard bear in creek at last processing area.",58.1491073,-134.5185451,,58.16491412,-134.5444404,,,,,2328.920201,450,Chum Salmon,173,16,,189,42,3,7.14,42,3,39,"Ashley Bolwerk, Ben Campen, Dylan Fournier, alaire hughey"
111-41-10050,Admiralty Creek,8/8/14,"Arrived at trailhead at ~07:50 (~1.5 hrs after low tide). Hiked up trail to just below last processing area of previous day. Bear seen in creek from trail on hike. Alive/dead counts and chum sampling conducted on way down creek, picking up where left off yesterday. Many moldy chum pulled from creek observed as pre-spawn, returned to creek. Also many non-moldy chum observed in lower creek, possibly indicating new wave/run?.  Several non-moldy chum seen in lower, tide-affected reach of creek. First sighting of non-predatory caused mortality pink salmon. Bright Coho seen on creek. Surveyed to lower tide flats of creek. Overcast, light rains at times throughout day. Water level remains low, visibility moderate; similar to yesterday. Guests at cabin. Picked up at 17:30, low tide.",58.1649879,-134.5454464,,58.17817015,-134.5772716,,,,,2379.816076,450,Chum Salmon,636,20,,656,35,1,2.86,35,1,34,"Ashley Bolwerk, Ben Campen, Dylan Fournier, alaire hughey"
111-41-10050,Admiralty Creek,8/11/14,"Arrived at traiihead at 15:00, rained 3-6 inches the previous day.  water was very high and visibility was poor.  we hiked up trail to cabin where we started the survey and hiked up the stream for half an hour.  live count inaccurate due to visibility and it was very difficult to distinguish pinks from chums.  weather overcast and it was fairly windy, lightly rained ff and on.  further sampling impractical.",58.1762155,-134.5616423,,58.17339124,-134.5530427,,,,,595.8442406,450,Chum Salmon,8,3,,11,2,0,0,2,0,2,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/13/14,"Dropped off at beach ~08:50 (between high and low tide), hiked up trail one hour and then entered creek. Conducted both live/dead and chum sampling on way down creek. Ended survey at arching nurselog. Sow and yearlings seen at 3rd processing area. Red-tail hawk heard on hike up. Weather: overcast, steady rains all day. Creek conditions: high water level, lower visibility than normal. Several pre-spawn, non-moldy chum and moldy pinks throughout length surveyed. Creek conditions affected accuracey of live/dead counts and ability to collect chum. About half of counted dead chum were apparent predation-caused. Hiked out on trail from last processing area to beach. Guests at cabin. Picked up on beach at ~16:00, high tide.",58.15550242,-134.5263142,,58.16570756,-134.5454202,,,,,1599.063114,450,Chum Salmon,154,11,,165,18,0,0,18,0,18,"Ashley Bolwerk, Dylan Fournier, derrick Miller"
111-41-10050,Admiralty Creek,8/14/14,"Arrived to trailhead at ~09:05, about 1 hour before low tide. Hiked up trail to where crew ended survey on the previous day (arching nurselog). Conducted live/dead counts and chum sampling on way down creek, first processing area was the same as the last processing area of yesterday. Creek conditions: high water, low visibility; very low in lower reach (estimated total loss of visibility by depth of 3 feet). Weather: On and off rain throughout day. Conditions limited accuracey of alive counts and success of capturing post-spawn chum. High turbity of water prohibited detection of chum in deep pools where normally observed, relative to past visits. Several chum, both partially moldy and bright were found to be pre-spawn, returned to creek. Moldy and bright pink salmon observed throughout length surveyed. Most dead chum counted were apparent predator-caused mortalities. Last processing area affected by high tide. Guests at cabin. Hiked through grass to beach for pickup at ~15:30.",58.1650037,-134.5450835,,58.17347771,-134.5686805,,,,,1679.143273,450,Chum Salmon,111,11,,122,19,0,0,19,0,19,"Ashley Bolwerk, Dylan Fournier, derrick Miller"
111-41-10050,Admiralty Creek,8/17/14,"Arrived to shore at ~08:00 amidst rough seas, wind, and rain. Due to weather and deteriorating creeek conditions, sampling was not conducted continuously on creek. Creek level high, low visibility. Steady rain all day, heavy at times, windy. Processing areas selected from trail based on fish availability, and previous sites with high chum landing success. Alive/dead counts limited to these selected areas. A few pre-spawn chum pulled from creek, returned. Red Tail hawk heard on trail. Mink seen between processing areas 3 and 4. Last sample was found on trail returning, predated on by bear. Trail maintenance crew on trail, clearing logs. Great Blue Heron seen in tide flats on return. Beach pickup at 13:00.",58.17344388,-134.552999,,58.17355591,-134.5529349,,,,,13.03662818,450,Chum Salmon,28,3,,31,13,0,0,11,0,11,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/20/14,"Hit trailhead at 9:00.  Hiked for an hour and a half.  Due to missing flagging because of trail maintenence we walked a third of a mile passed our previous highest survey.  Water normal and visibility was moderate.  Saw a heron, bear, and an otter on the way down stream.  Live/dead counts were done on the hike down stream and we did the upper half of Admiralty and finished survey at arching nurse log.  There were very few chum higher up and many chum caught were moldy but prespawned.  Very low chum  numbers.  We got picked up at 17:00 at low tide.",58.14848407,-134.5155352,,58.16560751,-134.5455263,,,,,2599.061642,450,Chum Salmon,27,1,,28,10,1,10,10,1,9,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/21/14,Hit trail head at 8:45.  We started survey where we left off the day before.  Hiked down trail to the arching nursery log.  Counted live/deads on the way down while sampling.  Very few chums seen.  Most chums caught were very moldy and slow moving but prespawned.  All previously good fishing spots showed very few chum.  Leaves falling off alders and devel's club yellowing.  We saw a heron today as well as a flying bat.  Saw a few coho on stream.  We walked all the way threw the tideflats to the mouth and found two dead chum in tideflats.  Got picked up on low tide at 17:00.,58.16517181,-134.5451567,,58.18050152,-134.5806598,,,,,2698.218194,450,Chum Salmon,47,3,,50,10,0,0,10,0,10,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/24/14,"Started hiking on trail at 0845. Hiked 2.4 miles up the trail and cut down to the creek.  The area where we hit the creek was 350 yards below the highest chum previously spotted on the creek.  Many previously good fishing areas were empty of chums.  First chum spotted was much lower down the creek than usual.  Of the scarce chums spotted some where still prespawn.  New visitors at the cabin.  A lot fewer pinks spotted along the creek.  Several cohos spotted.  Hit the beach at 1530.  Water visibility moderate, water level low.",58.15826715,-134.5280007,,58.17197257,-134.5701592,,,,,2913.404838,450,Chum Salmon,13,0,,13,1,0,0,1,0,1,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/27/14,"Got dropped off at beach at 0845.  Hiked up the trail for one hour and cut down to the creek.  Sampled/counted fish on hike down creek.  Pink salmon density lower than previous visit.  Very few chum seen in the upper half of creek.  Some chum caught were still prespawn. Spotted 2 river otters, a mink and kingfisher.  Water level normal, visibility moderate. Ended survey 3 bends downstream of cabin.  Picked up at 1445.",58.15819188,-134.5279713,,58.17426956,-134.568173,,,,,2967.446209,450,Chum Salmon,17,1,,18,5,0,0,5,0,5,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/30/14,"Dropped off at beach at 0900.  Hiked up the trail for 1 hr before dropping down to the creek.  Trail crew had come through and cleared brush since last visit.  Very few pink salmon seen throughout, and on the upper section only 20 or so pinks seen.  First chum not seen until lower streches of creek. Two of the three live chums seen were caught and determined to be prespawn before being returned to creek.  One bear and 2 adult river otters seen.  Water level normal, visibility moderate.  Raining at times. Hiked all the way out through tideflats. Picked up at 1500.",58.15804225,-134.5281585,,58.17577103,-134.5806042,,,,,3664.378616,450,Chum Salmon,3,0,,3,0,,,,,,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,7/31/15,"SURVEY QUALITY: POOR Started hiking at 8:30 am and arrived at stream around 9:30 am. Water level high and murky. Saw good proportion of pre-spawned chum. Rained all day, water level rose throughout survey. Higher concentrations of chum closer to the mouth. Turbidity increased as we progressed downstream. Survey quality poor due to visibility and braided stream. Stayed left during survey will go down the right channel next survey. ",58.1564749,-134.5262562,,58.17349317,-134.5688004,,,,,3140.676151,450,Chum Salmon,111,11,,122,29,6,22.22,27,6,21,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-41-10050,Admiralty Creek,8/8/15,"SURVEY QUALITY: FAIR Started upstream hike at 8:30 am, began survey at 10:00 am and worked downstream. No chum salmon seen until we passed our first trip's beginning location.  Lots of pink salmon seen through-out stream, which made viewing chums slightly difficult. Water level for stream was very low for the majority, and dried up tributaries provided plentiful rotting chum carcases. Stopped surveying and hiked down to cabin around a half mile from the mouth and ended survey there. Sunny all day with a daytime high in the mid 60's. Little to no wind observed. ",58.14854747,-134.5153638,,58.17622854,-134.5617944,,,,,4120.159572,450,Chum Salmon,125,125,,250,140,15,10.95,137,15,122,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-41-10050,Admiralty Creek,8/19/15,"SURVEY QUALITY: POOR Survey began at 8:45 am in tidal flats. Surveyed tidal flats to cabin during low tide then jumped on trail and hiked the trail up for 45 minutes before jumping in the stream and working our way downstream to the cabin. Water level fairly high, murky causing poor survey quality. Storm flushed out majority of live fish observed during last survey. Scattered showers throughout the day. ",58.18048862,-134.5785961,,58.15813715,-134.5305777,,,,,3766.20158,450,Chum Salmon,4,39,,43,32,1,3.33,30,1,29,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-41-10050,Admiralty Creek,7/21/17,"SURVEY QUALITY: FAIR Live count: mary; dead count: anna. High tide: 12:39; low tide: 18:19. People present: anna, kit, mary, ben, dale, and ron. We started the day at 11:09 and hiked to the knee tree. Went upstream 15 min further to the extent of the survey. Started counting downstream at 13:30 and made it to end of survey (tidal flat) at 19:00. Overcast/sunny weather. Lots of pinks, few chum. No chum carcasses found. Two bear sightings. Adjusting to chum Identification which is reason for fair survey quality. ",58.15296105,-134.5240189,,58.17583804,-134.5837951,,58.1493811,-134.5198052,furthest upstream,4344.257914,450,Chum Salmon,185,0,,185,0,,,,,,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,7/23/17,"SURVEY QUALITY: FAIR. Mary did live count, Anna did dead count. got to tidal flat at 0950 and hiked up the tidal zone and up the trail. We started our survey in tablet at 1230 at knee tree stream zone. began count at top of stream and surveyed down as far as possible. tanins and higher water reason for fair survey quality. ",58.15296105,-134.5240189,"did not save initially, but started at same location as last survey so used those coordinates",58.17183194,-134.5711189,,,,,3479.187354,450,Chum Salmon,352,3,,355,3,0,0,3,0,3,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,7/25/17,"SURVEY QUALITY: GOOD Live counter: MaryDead counter: AnnaWent to knee tree then walked up 30 minutes to see if there were anymore chum. There wasn't any more chum after knee tree point. Started at 1055. Surveyed down to the cabin, ended at 1610. saw one brown bear. Mary snagged first post-spawned chum. ",58.14890519,-134.5168527,,58.17598049,-134.5617088,,,,,4008.260406,450,Chum Salmon,224,1,,225,2,0,0,1,0,1,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,7/26/17,SURVEY QUALITY: POOR Low tide:9:58 -3.0ftHigh tide: 16:26 17.1Start at 852 with Dale.  surveyed tidal flat up to cabin. Really bad lighting and rain. Wanted to do a brief survey before heading into town. Ended survey at 11:00 at cabin.,58.18320133,-134.5789601,,58.17629968,-134.5615442,,,,,1280.977826,450,Chum Salmon,39,0,,39,0,,,,,,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,7/29/17,"SURVEY QUALITY: FAIR due to high flows forcing us to bushwhack more than normalstart 1000 end 1730Mary did live count, Anna did dead countStarted at knee tree worked down, didn't get a location from processing area 1, will return tomorrow to get location",58.15384107,-134.5234616,,58.17378274,-134.5626947,,,,,3204.13715,450,Chum Salmon,354,11,,365,15,0,0,15,0,15,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,7/30/17,"SURVEY QUALITY: GOOD to fair, took some braids with not many fish. Mary did live count, Anna did dead countstart 0935 from knee tree surveyed down stop at 1623. flows normal, saw 1 bear on trail",58.15370415,-134.5232076,,58.17374345,-134.5626671,,,,,3221.28283,450,Chum Salmon,286,11,,297,17,1,6.25,16,1,15,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/2/17,"SURVEY QUALITY: GOOD Start 1155, End 1800 surveyed down from knee tree to PA5, 45 minutes up trail. Live count: Mary, dead count: Anna. Two bears,1 from trail, 1 on river. Snagged a lot but started finding dead fish too. ",58.15381931,-134.5238651,,58.16253312,-134.5386872,,,,,1305.145694,450,Chum Salmon,274,20,,294,39,1,2.56,39,1,38,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/3/17,"SURVEY QUALITY: GOOD drop off time 740, survey start time 848. end time 1630  Started 45 minutes up trail where we stopped yesterday. Lower flows, fewer dead chum the farther downstream we got, ended at cabin. Not much snagging.",58.16261825,-134.5380187,,58.1759213,-134.5609373,,,,,2003.698177,450,Chum Salmon,234,55,,289,57,3,5.26,57,3,54,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/6/17,"SURVEY QUALITY: FAIR start at 8:20.survey start at 10:00. Survey end time 1700. Made it half way down creek. Had one bear encounter, we spooked it coming around a log. It charged ron and then ran off. ",58.15379504,-134.5236017,,58.16282697,-134.538388,,,,,1330.3229,450,Chum Salmon,178,71,,249,73,2,2.9,69,2,67,"Anna Wietelmann, Kaitlin Cunningham, Chance Gray"
111-41-10050,Admiralty Creek,8/7/17,"SURVEY QUALITY: GOOD start time 900. start survey time 1000. anna dead counts. kit live counts. started halfway downstream at yesterdays stopping point. kit is doing tablet and scales, anna is cutting. ended at 1615. no bears today. lots of dead fish, no snagging",58.16274493,-134.5384318,,58.16446672,-134.5434412,,,,,351.7462591,450,Chum Salmon,202,81,,283,70,1,1.43,70,1,69,"Anna Wietelmann, Kaitlin Cunningham"
111-41-10050,Admiralty Creek,8/10/17,"SURVEY QUALITY: GOOD start 945 at platform 9 3/4, end at 1820 just below trunnel. Saw three bears today. Two on trail, one in stream. They ran off quickly. More dead fish, didnt really gaff or snag any. ",58.16316451,-134.5389257,,58.16551254,-134.5452662,,,,,455.7270694,450,Chum Salmon,156,206,,362,154,4,2.68,149,4,145,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/11/17,"SURVEY QUALITY: GOOD Start 924 below trunnel where we stopped yesterday, Stopped at 1730 at the 'mother of all gravel bars', Mary did live count, Anna did dead count. Low flows, Lots of dead fish, Hardly gaffed any, Didn't bring rod.",58.16574915,-134.5453236,,58.17191281,-134.5508856,,,,,760.5629377,450,Chum Salmon,139,173,,312,124,3,2.46,122,3,119,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/14/17,"SURVEY QUALITY: FAIR Started 9:30 at platform 9 3/4. End at 1800 at PA 6. Higher flows and silty water made count quality lower. Saw one bear today, ran off immediately. Less fish today. ",58.1634364,-134.5385387,,58.16996319,-134.5494873,,,,,971.4583139,450,Chum Salmon,107,243,,350,127,5,4.03,124,5,119,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/15/17,SURVEY QUALITY: FAIR start at 850 below snaggle tree. Stop at 1220 at bar near cabin. Checked out tidal briefly on the way to skiffs and didn't see any carcasses. Appears to have less chum as downstream,58.17025501,-134.5496175,,58.17546891,-134.563636,,,,,1008.858309,450,Chum Salmon,42,77,,119,60,5,8.33,60,5,55,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-41-10050,Admiralty Creek,8/18/17,"start at 610 at creek mouth survey up stop at 1130 upstream of platform 9 3/4. sporadic survey on trail accessible spots due to high flows, so no count",58.18060975,-134.5783019,,58.16262294,-134.5379271,,,,,3107.914843,450,Chum Salmon,,,,,13,0,0,13,0,13,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
